HasCarLoan,LastCallDurationSecs,HasHHInsurance,LastContactMonth,PrevCampaignOutcome,EducationLevel,Age,LastContactDayOfMonth,NumAttemptsPrevCampaign,NumContactsCurrentCampaign,Balance,MaritalStatus,Job,CommunicationType,LastCallHourOfDay,HasCreditDefault,DaysPassed,CarInsurance
no,122,no,jul,,tertiary,56,23,0,3,5,married,retired,cellular,14,no,-1,0
no,695,yes,may,,primary,59,15,0,1,320,married,blue-collar,,15,no,-1,1
no,219,no,mar,other,secondary,40,5,6,1,334,single,unemployed,cellular,10,no,91,1
no,104,no,aug,,primary,50,5,0,1,604,married,blue-collar,cellular,10,no,-1,0
no,245,yes,jul,,tertiary,57,17,0,1,429,divorced,management,cellular,16,no,-1,0
no,332,yes,may,failure,secondary,33,14,2,2,43,married,blue-collar,cellular,12,no,358,0
no,230,yes,apr,,secondary,31,13,0,1,290,divorced,entrepreneur,cellular,9,no,-1,0
no,51,no,nov,,secondary,30,20,0,7,458,single,technician,cellular,14,no,-1,0
no,506,yes,may,,tertiary,31,21,0,2,825,single,management,,12,no,-1,1
no,350,no,aug,,tertiary,30,18,0,6,2832,single,technician,cellular,16,no,-1,0
no,304,yes,aug,,tertiary,41,12,0,12,8553,married,management,cellular,15,no,-1,0
yes,211,no,nov,failure,secondary,37,17,2,2,121,married,management,cellular,14,no,151,0
no,600,yes,sep,success,tertiary,48,28,12,2,334,single,management,cellular,13,no,92,1
yes,587,yes,jul,,primary,42,25,0,5,1523,married,housemaid,cellular,9,no,-1,0
no,133,yes,may,,secondary,26,27,0,1,21,divorced,technician,,14,no,-1,0
no,293,no,aug,other,secondary,46,20,4,1,368,married,admin.,cellular,13,no,90,1
no,258,yes,aug,,secondary,40,8,0,2,581,married,technician,cellular,14,no,-1,0
no,414,no,may,success,primary,54,13,2,1,4401,divorced,blue-collar,telephone,13,no,183,1
no,56,yes,nov,,tertiary,43,21,0,1,13015,married,management,cellular,12,no,-1,0
no,57,no,aug,,tertiary,34,11,0,3,519,married,management,cellular,14,no,-1,0
no,623,yes,nov,other,primary,38,19,1,1,190,married,blue-collar,telephone,9,no,175,1
no,117,no,aug,,tertiary,46,8,0,4,2739,single,technician,cellular,9,no,-1,0
no,109,yes,may,failure,secondary,38,13,8,1,61,single,technician,cellular,11,no,359,0
no,166,no,oct,,tertiary,35,14,0,2,1830,single,blue-collar,cellular,14,no,-1,0
no,85,yes,jun,,secondary,27,30,0,5,511,married,services,,17,no,-1,0
no,237,yes,may,,primary,34,27,0,1,-106,married,blue-collar,,15,no,-1,0
no,70,yes,jul,,tertiary,43,15,0,1,8224,single,management,cellular,15,no,-1,0
no,65,yes,nov,,tertiary,58,21,0,1,925,married,entrepreneur,cellular,14,no,-1,0
no,309,no,may,,secondary,52,26,0,1,5091,married,unemployed,cellular,12,no,-1,0
no,109,no,aug,,primary,52,22,0,2,994,married,blue-collar,cellular,10,no,-1,0
yes,324,no,aug,,primary,60,13,0,4,0,married,blue-collar,cellular,17,no,-1,0
no,71,yes,jul,,secondary,32,30,0,5,0,married,admin.,cellular,10,no,-1,0
no,471,no,jul,,secondary,27,28,0,2,204,single,technician,cellular,10,no,-1,1
no,160,yes,apr,,secondary,58,24,0,1,3027,married,blue-collar,cellular,15,no,-1,1
no,132,yes,may,,tertiary,59,15,0,32,2319,married,management,,10,no,-1,0
no,50,no,aug,,primary,54,12,0,5,1659,married,blue-collar,cellular,16,no,-1,0
no,798,yes,dec,other,tertiary,32,10,5,1,883,divorced,management,cellular,11,no,185,1
no,211,no,may,success,tertiary,53,7,8,4,3634,married,management,cellular,10,no,88,1
no,82,yes,jun,,secondary,41,2,0,3,114,married,blue-collar,,12,no,-1,0
no,85,no,jul,,secondary,55,30,0,3,1553,divorced,entrepreneur,cellular,10,no,-1,0
no,255,no,aug,,tertiary,32,29,0,2,0,single,management,cellular,12,no,-1,0
no,898,yes,nov,,secondary,30,18,0,1,8781,married,admin.,cellular,13,no,-1,1
no,153,yes,may,,secondary,43,23,0,1,353,divorced,technician,,13,no,-1,0
no,128,yes,apr,,secondary,40,13,0,3,1293,married,services,cellular,11,no,-1,0
no,1576,no,aug,,tertiary,31,18,0,8,254,divorced,management,cellular,9,no,-1,1
no,602,no,aug,,tertiary,47,22,0,9,871,married,services,cellular,14,no,-1,0
no,290,yes,may,,secondary,31,5,0,2,33,married,admin.,cellular,16,no,-1,0
no,114,yes,may,,tertiary,46,6,0,1,477,divorced,technician,,12,no,-1,0
no,232,yes,feb,failure,secondary,41,5,1,1,4,divorced,admin.,cellular,11,no,211,0
no,252,yes,may,,primary,41,7,0,1,258,married,blue-collar,,10,no,-1,0
no,991,yes,jul,,secondary,27,17,0,5,0,married,services,cellular,14,no,-1,1
no,113,no,feb,,primary,61,17,0,1,197,married,retired,cellular,17,no,-1,1
yes,556,yes,jul,,tertiary,38,9,0,5,327,married,management,cellular,10,yes,-1,1
no,135,yes,may,,secondary,38,21,0,2,776,married,blue-collar,,16,no,-1,0
no,72,yes,apr,,secondary,39,20,0,1,3870,married,services,cellular,10,no,-1,0
no,371,yes,may,,secondary,43,6,0,2,1335,married,blue-collar,,17,no,-1,0
no,102,no,aug,,primary,53,11,0,4,1869,married,housemaid,cellular,15,no,-1,0
no,1543,no,jun,,secondary,49,5,0,1,905,married,technician,cellular,13,no,-1,1
no,262,yes,may,,tertiary,32,9,0,2,312,married,self-employed,,15,no,-1,0
no,815,yes,jul,,tertiary,58,15,0,4,3864,married,management,cellular,16,no,-1,1
no,98,no,may,,tertiary,35,22,0,1,0,married,management,cellular,14,no,-1,0
no,577,no,jun,,primary,41,5,0,3,216,single,unemployed,cellular,9,no,-1,1
no,118,no,jul,,tertiary,54,16,0,5,0,married,management,cellular,17,no,-1,0
no,108,yes,nov,,secondary,34,19,0,1,1,married,technician,cellular,9,no,-1,0
no,483,yes,jul,success,secondary,38,9,7,4,1767,married,admin.,cellular,16,no,239,1
yes,89,no,jun,failure,secondary,53,1,1,1,2851,married,admin.,telephone,14,no,119,0
no,276,no,jul,other,,25,29,12,8,2022,single,services,cellular,14,no,97,1
no,108,no,apr,,secondary,33,17,0,1,806,married,technician,cellular,14,no,-1,1
no,59,no,jun,,,35,2,0,2,444,married,blue-collar,cellular,15,no,-1,0
no,432,yes,may,failure,secondary,40,15,1,1,2574,married,admin.,cellular,10,no,176,1
no,36,no,nov,,tertiary,51,21,0,1,19313,married,management,telephone,12,no,-1,0
no,152,yes,may,,secondary,39,8,0,2,-244,single,services,,9,no,-1,0
no,396,yes,jul,,tertiary,29,23,0,2,985,single,management,cellular,9,no,-1,1
no,921,no,aug,,tertiary,53,20,0,2,15,married,management,cellular,16,no,-1,1
no,677,yes,nov,,primary,53,20,0,1,421,married,blue-collar,cellular,14,no,-1,1
yes,124,yes,feb,other,secondary,33,4,1,1,647,single,technician,cellular,14,no,273,0
no,239,no,aug,,secondary,36,22,0,4,331,married,technician,cellular,17,no,-1,0
yes,242,yes,may,,secondary,35,8,0,1,907,single,blue-collar,,11,no,-1,0
no,1571,no,nov,,tertiary,30,21,0,1,3300,single,student,cellular,9,no,-1,1
no,2015,yes,jul,,primary,51,25,0,1,1162,married,unemployed,cellular,17,no,-1,1
no,86,yes,jan,failure,tertiary,38,28,1,1,1066,married,management,cellular,10,no,189,0
no,281,yes,feb,,secondary,38,4,0,5,581,married,self-employed,cellular,16,no,-1,0
no,1077,no,nov,,secondary,44,17,0,1,275,divorced,technician,cellular,17,no,-1,1
yes,137,yes,jul,,secondary,30,22,0,2,791,married,blue-collar,cellular,15,no,-1,0
no,265,yes,aug,,tertiary,40,11,0,4,271,married,self-employed,cellular,9,no,-1,0
no,81,yes,apr,failure,secondary,52,13,1,1,8180,married,blue-collar,cellular,11,no,144,0
no,177,no,jan,failure,primary,19,18,4,2,103,single,student,cellular,12,no,95,0
no,381,no,aug,,secondary,46,20,0,3,123,married,blue-collar,cellular,13,no,-1,0
no,100,no,aug,,secondary,54,12,0,6,19213,married,admin.,cellular,14,no,-1,0
no,99,yes,jan,failure,tertiary,36,29,3,1,658,single,entrepreneur,cellular,11,no,227,0
no,152,no,jun,,tertiary,41,11,0,10,1755,single,self-employed,,15,no,-1,0
no,94,no,may,other,,38,11,5,1,304,married,retired,cellular,12,no,350,0
no,1446,no,jun,,secondary,47,5,0,1,0,married,entrepreneur,,14,no,-1,1
no,317,yes,may,,secondary,34,26,0,1,-436,married,blue-collar,,9,no,-1,0
no,92,no,apr,,primary,80,26,0,8,5861,divorced,retired,telephone,10,no,-1,0
no,112,yes,aug,,secondary,55,12,0,2,1011,married,blue-collar,cellular,10,no,-1,0
yes,882,yes,apr,,tertiary,39,17,0,3,-3058,married,self-employed,cellular,13,no,-1,1
no,667,yes,oct,other,,42,8,1,1,849,married,management,cellular,13,no,321,1
yes,34,yes,may,,,34,23,0,2,391,married,blue-collar,,9,no,-1,0
yes,83,yes,jun,,secondary,41,2,0,6,-18,married,admin.,,17,no,-1,0
no,64,no,jun,,primary,46,18,0,6,10,single,,,17,no,-1,0
no,72,no,jul,,secondary,46,22,0,14,5169,married,admin.,cellular,11,no,-1,0
no,472,no,aug,,tertiary,34,27,0,3,682,single,management,cellular,9,no,-1,0
no,751,no,feb,,secondary,66,6,0,1,0,married,technician,cellular,11,no,-1,1
no,152,no,may,success,secondary,34,12,6,1,1076,married,services,cellular,15,no,182,1
no,112,no,jul,,secondary,50,22,0,3,175,divorced,admin.,cellular,13,no,-1,0
no,382,no,sep,success,secondary,25,2,3,1,154,single,student,cellular,13,no,183,1
no,771,no,jan,,secondary,36,30,0,1,98,single,technician,cellular,16,no,-1,1
no,553,yes,may,,secondary,40,30,0,3,5637,single,technician,,9,no,-1,1
no,278,yes,nov,,tertiary,32,19,0,3,913,married,management,cellular,15,no,-1,0
no,1257,yes,may,,secondary,49,15,0,3,716,single,admin.,,11,no,-1,1
yes,251,no,jul,,secondary,47,21,0,5,1123,married,services,cellular,9,no,-1,0
yes,504,no,jul,,secondary,44,24,0,2,3348,married,blue-collar,cellular,10,no,-1,0
no,347,no,jun,,tertiary,25,25,0,1,0,single,entrepreneur,,9,no,-1,0
no,7,no,jun,,tertiary,47,20,0,7,866,married,management,,9,no,-1,0
no,83,yes,jul,,tertiary,30,30,0,4,160,married,management,cellular,15,no,-1,0
no,188,yes,may,,secondary,35,13,0,2,2144,single,technician,,15,no,-1,0
yes,352,yes,aug,failure,primary,52,10,2,2,618,married,housemaid,cellular,14,no,102,0
no,563,yes,jun,,secondary,29,4,0,1,32,single,services,,10,no,-1,1
no,621,no,apr,,secondary,36,22,0,1,17,single,student,cellular,12,no,-1,1
no,300,no,jan,,secondary,59,28,0,1,309,married,unemployed,cellular,10,no,-1,0
yes,670,yes,may,failure,secondary,30,5,6,2,-522,single,technician,cellular,10,no,286,1
no,454,no,nov,,tertiary,46,20,0,5,628,single,technician,cellular,11,no,-1,0
no,485,yes,may,,secondary,44,7,0,1,558,divorced,blue-collar,,9,no,-1,0
yes,775,yes,may,failure,secondary,36,4,3,5,1227,single,services,cellular,9,no,341,1
no,125,no,apr,,tertiary,34,15,0,2,0,married,management,cellular,9,no,-1,0
no,424,yes,oct,failure,secondary,52,27,1,1,992,married,services,cellular,12,no,515,1
no,132,no,jan,,secondary,29,28,0,2,0,single,self-employed,cellular,14,no,-1,0
yes,195,no,aug,,tertiary,59,20,0,7,-23,married,entrepreneur,cellular,12,no,-1,0
no,124,yes,may,,secondary,34,27,0,2,-259,married,technician,,17,no,-1,0
no,285,yes,may,failure,tertiary,34,8,1,1,5945,single,management,cellular,12,no,170,0
yes,224,yes,apr,,secondary,37,17,0,1,1776,married,services,cellular,12,no,-1,0
no,460,no,aug,,secondary,58,13,0,2,382,single,technician,cellular,14,no,-1,0
no,492,no,aug,,primary,42,6,0,2,128,married,housemaid,cellular,13,no,-1,0
no,197,no,aug,failure,primary,69,18,2,2,1080,married,housemaid,cellular,14,no,118,0
no,105,yes,may,,secondary,48,14,0,1,503,married,blue-collar,cellular,17,no,-1,0
no,506,yes,may,,secondary,39,14,0,1,300,married,blue-collar,cellular,14,no,-1,0
no,1063,yes,apr,,secondary,33,7,0,1,1130,married,blue-collar,cellular,9,no,-1,0
no,139,yes,nov,,primary,33,20,0,1,785,single,blue-collar,cellular,16,no,-1,0
no,281,yes,jul,,tertiary,48,31,0,4,0,married,management,cellular,13,yes,-1,0
no,7,yes,may,,secondary,35,18,0,5,225,single,technician,cellular,14,no,-1,0
no,642,yes,jun,,primary,54,6,0,2,351,divorced,self-employed,,13,no,-1,1
yes,1276,yes,jun,,secondary,26,6,0,2,710,married,admin.,,13,no,-1,1
no,853,no,nov,,secondary,32,19,0,1,2615,single,services,cellular,9,no,-1,1
no,385,no,sep,failure,tertiary,38,15,2,3,1477,married,management,cellular,10,no,769,1
no,122,yes,may,,primary,29,28,0,1,231,single,blue-collar,,11,no,-1,0
no,288,yes,jun,,tertiary,41,1,0,1,10758,married,management,cellular,15,no,-1,0
yes,60,no,feb,,secondary,58,9,0,2,729,divorced,unemployed,cellular,17,no,-1,0
no,91,no,nov,,secondary,58,17,0,2,3735,married,admin.,cellular,15,no,-1,0
no,132,no,oct,,secondary,43,30,0,1,860,married,retired,telephone,10,no,-1,1
no,1462,yes,may,failure,secondary,27,14,1,2,218,single,technician,cellular,9,no,352,0
no,135,no,aug,,secondary,48,11,0,6,794,married,blue-collar,cellular,11,no,-1,0
no,105,no,oct,,secondary,47,12,0,1,2524,married,housemaid,cellular,13,no,-1,1
no,366,no,jan,,secondary,31,30,0,4,198,single,technician,cellular,17,no,-1,0
no,414,yes,may,failure,tertiary,32,25,4,2,705,single,technician,cellular,14,no,35,1
no,213,no,oct,,secondary,36,20,0,1,480,married,technician,cellular,16,no,-1,1
yes,857,yes,may,,secondary,27,21,0,1,2183,married,technician,,10,no,-1,1
no,200,no,jun,,primary,54,19,0,2,211,married,blue-collar,,11,no,-1,0
no,463,no,jul,,primary,55,31,0,6,77,divorced,housemaid,cellular,15,no,-1,1
no,537,yes,jan,,tertiary,33,29,0,1,484,single,entrepreneur,cellular,12,no,-1,0
no,465,no,apr,,tertiary,30,7,0,4,297,single,blue-collar,cellular,13,no,-1,1
yes,379,no,jun,,tertiary,35,5,0,1,182,married,self-employed,,13,no,-1,0
no,200,yes,may,,secondary,37,7,0,2,238,single,blue-collar,,14,no,-1,0
no,347,yes,dec,success,secondary,38,7,5,4,1190,divorced,entrepreneur,cellular,14,no,186,0
no,111,no,jun,,tertiary,40,20,0,3,10786,married,management,,11,no,-1,0
no,210,no,jul,,secondary,24,8,0,5,9883,single,blue-collar,cellular,16,no,-1,1
no,260,no,jul,,primary,69,2,0,2,482,divorced,retired,cellular,17,no,-1,1
yes,277,yes,jul,,secondary,42,3,0,2,506,single,admin.,,13,no,-1,0
no,306,yes,feb,,secondary,38,4,0,1,814,married,blue-collar,cellular,14,no,-1,0
no,739,no,apr,,tertiary,31,30,0,1,3382,married,technician,cellular,13,no,-1,1
no,239,no,jun,success,tertiary,24,12,4,2,1506,single,management,cellular,12,no,95,1
no,102,no,jul,,secondary,30,17,0,1,7032,married,services,cellular,17,no,-1,0
no,777,yes,jun,,primary,32,2,0,4,415,married,blue-collar,,17,no,-1,1
no,735,yes,may,,secondary,40,15,0,1,4157,married,services,,17,no,-1,0
no,141,no,aug,other,tertiary,38,2,6,2,1727,single,technician,telephone,16,no,185,0
no,562,no,feb,success,tertiary,37,24,10,2,255,married,management,cellular,14,no,183,1
no,201,yes,mar,,tertiary,33,18,0,1,1107,single,housemaid,cellular,14,no,-1,1
no,150,no,dec,success,tertiary,43,24,2,2,4216,married,services,cellular,14,no,195,1
no,350,yes,jul,other,tertiary,35,23,7,2,4124,married,management,cellular,17,no,445,1
no,231,yes,aug,success,secondary,34,5,3,2,0,married,technician,cellular,10,no,2,1
no,629,yes,may,,primary,44,7,0,2,503,married,blue-collar,,14,no,-1,0
no,101,yes,jun,other,primary,38,17,19,3,1630,married,blue-collar,cellular,10,no,94,0
no,206,yes,feb,other,secondary,38,4,1,3,1029,married,self-employed,cellular,11,no,223,0
no,86,yes,may,,secondary,26,13,0,4,-214,single,blue-collar,,16,no,-1,0
no,587,no,apr,,tertiary,45,30,0,1,242,married,management,cellular,9,no,-1,1
no,107,yes,jun,,secondary,43,11,0,19,59,single,technician,,14,no,-1,0
no,2231,yes,may,,secondary,34,13,0,1,383,divorced,blue-collar,,16,no,-1,1
no,615,yes,nov,failure,primary,50,21,1,3,12519,married,blue-collar,cellular,17,no,34,1
yes,560,no,jun,,tertiary,47,20,0,3,1694,married,technician,,17,no,-1,1
no,1017,yes,jul,,primary,32,21,0,6,228,married,services,cellular,12,no,-1,1
no,220,no,aug,,tertiary,30,21,0,5,30,single,management,cellular,13,no,-1,0
no,96,yes,may,,secondary,46,30,0,3,49,married,technician,,12,no,-1,0
no,167,no,aug,,primary,45,4,0,2,15515,married,blue-collar,cellular,17,no,-1,0
no,78,yes,jan,,tertiary,26,30,0,2,157,single,management,cellular,16,no,-1,0
no,337,no,sep,success,tertiary,37,7,1,1,6771,married,management,cellular,14,no,186,1
no,198,no,aug,,primary,81,11,0,1,0,married,retired,telephone,12,no,-1,0
no,43,yes,jul,,tertiary,47,23,0,1,4386,married,management,telephone,14,no,-1,0
no,198,no,may,,tertiary,28,27,0,2,0,single,management,telephone,14,no,-1,0
no,703,yes,may,,secondary,30,6,0,1,484,married,technician,,11,no,-1,1
no,55,yes,may,failure,tertiary,26,15,1,1,641,single,student,cellular,17,no,368,0
no,156,yes,may,,primary,58,5,0,2,76,married,blue-collar,,13,no,-1,0
no,118,yes,may,,tertiary,55,7,0,3,92,single,technician,,10,no,-1,0
no,354,yes,may,,secondary,50,6,0,1,797,married,technician,,10,no,-1,0
no,629,yes,may,,secondary,33,14,0,4,207,married,services,cellular,10,no,-1,1
no,829,yes,may,failure,primary,51,13,11,1,-19,divorced,blue-collar,cellular,14,no,296,1
no,297,yes,apr,,tertiary,30,17,0,1,739,single,admin.,cellular,11,no,-1,0
yes,164,yes,jun,,secondary,39,5,0,2,3231,married,blue-collar,,9,no,-1,0
no,588,no,feb,,tertiary,39,2,0,1,2103,single,student,cellular,10,no,-1,1
no,112,no,feb,,secondary,30,9,0,2,237,single,technician,cellular,11,no,-1,0
no,170,no,apr,,primary,76,15,0,3,1411,divorced,housemaid,telephone,15,no,-1,1
no,209,yes,aug,,secondary,46,6,0,3,363,married,technician,cellular,16,no,-1,0
no,565,no,aug,,secondary,46,22,0,2,273,married,services,cellular,10,no,-1,1
no,92,no,aug,,tertiary,44,22,0,4,-26,divorced,management,cellular,12,yes,-1,0
no,85,yes,jul,,tertiary,46,10,0,1,0,married,unemployed,cellular,10,no,-1,0
no,886,no,feb,,tertiary,32,4,0,2,2059,single,management,cellular,17,no,-1,0
yes,523,yes,may,other,primary,46,15,58,2,1085,married,blue-collar,cellular,15,no,353,1
no,25,no,jul,,tertiary,54,31,0,8,1623,married,management,cellular,12,no,-1,0
no,68,no,may,,tertiary,25,26,0,1,220,single,admin.,cellular,13,no,-1,0
yes,1689,yes,may,,tertiary,29,7,0,4,199,married,management,,16,no,-1,1
no,500,no,may,failure,primary,59,25,2,4,1727,married,management,telephone,10,no,358,1
no,22,no,nov,,secondary,50,20,0,5,421,married,management,cellular,14,yes,-1,0
yes,788,yes,may,,primary,58,13,0,3,193,married,retired,,14,no,-1,0
no,271,no,aug,,tertiary,25,31,0,2,1231,single,technician,cellular,9,no,-1,1
no,114,no,feb,,secondary,24,3,0,1,172,single,admin.,cellular,11,no,-1,0
no,393,no,may,,secondary,29,9,0,1,0,divorced,admin.,,12,no,-1,0
no,272,no,may,,tertiary,52,25,0,1,388,married,management,cellular,10,no,-1,1
no,113,yes,jun,,secondary,35,3,0,3,0,single,blue-collar,,16,no,-1,0
yes,136,no,nov,failure,secondary,58,19,1,1,590,married,blue-collar,cellular,13,no,167,0
no,97,yes,feb,failure,secondary,40,4,5,4,694,married,technician,cellular,17,no,196,0
no,1040,no,nov,,tertiary,57,20,0,1,6519,divorced,self-employed,cellular,16,no,-1,0
no,771,yes,may,,primary,47,13,0,2,159,married,blue-collar,,17,no,-1,0
no,340,yes,jun,failure,tertiary,29,3,1,1,637,single,management,cellular,16,no,119,1
no,176,yes,may,,primary,35,5,0,1,-229,married,admin.,cellular,14,no,-1,0
no,20,no,aug,,primary,48,28,0,23,0,married,housemaid,cellular,10,no,-1,0
no,5,yes,nov,,primary,36,21,0,3,2347,married,unemployed,cellular,14,no,-1,0
yes,10,yes,jul,,secondary,42,29,0,23,-78,divorced,technician,cellular,17,no,-1,0
no,147,no,nov,success,tertiary,40,10,8,1,0,married,management,cellular,10,no,96,1
no,666,no,feb,,tertiary,32,12,0,4,905,married,management,cellular,10,no,-1,1
no,195,yes,may,other,tertiary,29,11,1,1,200,single,admin.,cellular,14,no,357,0
no,121,yes,oct,,secondary,36,2,0,3,11,married,admin.,cellular,12,no,-1,0
yes,298,no,sep,,secondary,30,8,0,3,161,single,blue-collar,telephone,17,no,-1,1
no,388,no,jul,,tertiary,37,14,0,3,41,married,entrepreneur,cellular,10,no,-1,0
no,458,no,may,other,secondary,27,7,1,2,8366,single,student,cellular,14,no,349,0
no,153,no,jul,,secondary,35,30,0,2,5,married,services,cellular,15,no,-1,0
no,454,yes,jul,,secondary,28,24,0,1,2,single,admin.,cellular,12,no,-1,1
no,150,yes,nov,,tertiary,30,6,0,1,12857,single,management,cellular,14,no,-1,1
no,387,no,sep,,secondary,38,16,0,1,4539,married,technician,cellular,16,no,-1,1
no,520,no,aug,,secondary,44,22,0,2,267,married,technician,cellular,12,no,-1,1
yes,181,yes,may,,secondary,41,26,0,2,457,married,technician,,9,no,-1,0
no,472,no,apr,,,60,30,0,1,209,married,retired,cellular,12,no,-1,0
no,395,yes,sep,,secondary,50,24,0,1,2376,married,services,cellular,15,no,-1,1
no,115,yes,may,,primary,41,18,0,1,-75,married,blue-collar,cellular,13,no,-1,0
no,222,no,aug,failure,tertiary,25,12,2,2,2305,single,management,cellular,9,no,104,0
no,184,no,jun,,primary,51,11,0,2,2525,married,retired,,11,no,-1,0
no,154,no,feb,success,secondary,40,10,1,2,5060,married,blue-collar,cellular,10,no,93,1
no,452,yes,may,other,secondary,35,15,1,1,253,married,blue-collar,cellular,10,no,345,0
no,174,yes,apr,,tertiary,46,8,0,1,964,married,management,cellular,10,no,-1,0
no,190,no,oct,success,tertiary,29,13,5,1,1579,single,self-employed,cellular,10,no,92,1
no,131,no,jul,,primary,52,15,0,2,0,single,blue-collar,cellular,15,no,-1,0
no,430,yes,apr,,tertiary,39,20,0,1,1457,single,management,cellular,14,no,-1,0
no,16,yes,jun,,,31,20,0,18,813,single,blue-collar,,13,no,-1,0
no,78,yes,jun,,,40,9,0,2,88,married,services,,11,no,-1,0
no,124,yes,jul,,secondary,27,11,0,1,941,married,admin.,cellular,14,no,-1,0
no,23,yes,may,,secondary,30,18,0,5,2678,married,admin.,cellular,17,no,-1,0
yes,89,no,nov,success,tertiary,47,12,3,1,4693,married,management,cellular,16,no,97,1
no,230,yes,jun,,tertiary,35,2,0,3,867,married,management,,16,no,-1,1
no,88,no,jun,,tertiary,50,17,0,2,580,divorced,services,,10,no,-1,0
